,Story,Question,Answer
9635,Mary moved to the office . Mary travelled to the kitchen .,Is Mary in the kitchen ?,yes
9636,Mary moved to the office . Mary travelled to the kitchen . John journeyed to the hallway . Mary moved to the bathroom .,Is Mary in the bathroom ?,yes
9637,Mary moved to the office . Mary travelled to the kitchen . John journeyed to the hallway . Mary moved to the bathroom . John got the milk there . Daniel journeyed to the hallway .,Is Mary in the bedroom ?,no
9638,Mary moved to the office . Mary travelled to the kitchen . John journeyed to the hallway . Mary moved to the bathroom . John got the milk there . Daniel journeyed to the hallway . John dropped the milk . Daniel took the milk there .,Is Daniel in the garden ?,no
9639,Mary moved to the office . Mary travelled to the kitchen . John journeyed to the hallway . Mary moved to the bathroom . John got the milk there . Daniel journeyed to the hallway . John dropped the milk . Daniel took the milk there . John went back to the garden . John went to the bathroom .,Is Daniel in the bedroom ?,no
9640,Daniel grabbed the apple there . Sandra got the football there . Daniel picked up the milk there . Daniel discarded the apple there . Mary moved to the bedroom . Mary got the apple there .,Is Mary in the bedroom ?,yes
9641,Daniel grabbed the apple there . Sandra got the football there . Daniel picked up the milk there . Daniel discarded the apple there . Mary moved to the bedroom . Mary got the apple there . Sandra put down the football . Sandra took the football there .,Is Mary in the kitchen ?,no
9642,Daniel grabbed the apple there . Sandra got the football there . Daniel picked up the milk there . Daniel discarded the apple there . Mary moved to the bedroom . Mary got the apple there . Sandra put down the football . Sandra took the football there . Daniel travelled to the garden . Sandra dropped the football .,Is Daniel in the garden ?,yes
9643,Daniel grabbed the apple there . Sandra got the football there . Daniel picked up the milk there . Daniel discarded the apple there . Mary moved to the bedroom . Mary got the apple there . Sandra put down the football . Sandra took the football there . Daniel travelled to the garden . Sandra dropped the football . Mary went to the bathroom . Daniel travelled to the kitchen .,Is Daniel in the kitchen ?,yes
9644,Daniel grabbed the apple there . Sandra got the football there . Daniel picked up the milk there . Daniel discarded the apple there . Mary moved to the bedroom . Mary got the apple there . Sandra put down the football . Sandra took the football there . Daniel travelled to the garden . Sandra dropped the football . Mary went to the bathroom . Daniel travelled to the kitchen . Mary went back to the bedroom . Mary took the football there .,Is Mary in the bedroom ?,yes
9645,Daniel travelled to the bathroom . Mary moved to the bedroom .,Is Mary in the bathroom ?,no
9646,Daniel travelled to the bathroom . Mary moved to the bedroom . John journeyed to the hallway . John moved to the bathroom .,Is Mary in the bedroom ?,yes
9647,Daniel travelled to the bathroom . Mary moved to the bedroom . John journeyed to the hallway . John moved to the bathroom . John went back to the kitchen . John got the apple there .,Is John in the garden ?,no
9648,Daniel travelled to the bathroom . Mary moved to the bedroom . John journeyed to the hallway . John moved to the bathroom . John went back to the kitchen . John got the apple there . Sandra moved to the garden . Daniel moved to the garden .,Is Sandra in the bedroom ?,no
9649,Daniel travelled to the bathroom . Mary moved to the bedroom . John journeyed to the hallway . John moved to the bathroom . John went back to the kitchen . John got the apple there . Sandra moved to the garden . Daniel moved to the garden . John dropped the apple . Mary went back to the bathroom .,Is Daniel in the office ?,no
9650,Sandra went to the bathroom . Daniel went to the bedroom .,Is Daniel in the garden ?,no
9651,Sandra went to the bathroom . Daniel went to the bedroom . John went back to the office . John went to the kitchen .,Is John in the kitchen ?,yes
9652,Sandra went to the bathroom . Daniel went to the bedroom . John went back to the office . John went to the kitchen . Sandra picked up the milk there . Sandra picked up the football there .,Is John in the bedroom ?,no
9653,Sandra went to the bathroom . Daniel went to the bedroom . John went back to the office . John went to the kitchen . Sandra picked up the milk there . Sandra picked up the football there . John travelled to the garden . Sandra put down the football .,Is John in the garden ?,yes
9654,Sandra went to the bathroom . Daniel went to the bedroom . John went back to the office . John went to the kitchen . Sandra picked up the milk there . Sandra picked up the football there . John travelled to the garden . Sandra put down the football . Sandra put down the milk . Sandra travelled to the kitchen .,Is Sandra in the office ?,no
9655,Mary went back to the hallway . Mary travelled to the garden .,Is Mary in the hallway ?,no
9656,Mary went back to the hallway . Mary travelled to the garden . Sandra picked up the apple there . Sandra went back to the office .,Is Sandra in the kitchen ?,no
9657,Mary went back to the hallway . Mary travelled to the garden . Sandra picked up the apple there . Sandra went back to the office . Daniel moved to the kitchen . Daniel grabbed the milk there .,Is Daniel in the kitchen ?,yes
9658,Mary went back to the hallway . Mary travelled to the garden . Sandra picked up the apple there . Sandra went back to the office . Daniel moved to the kitchen . Daniel grabbed the milk there . Mary got the football there . Daniel dropped the milk .,Is Sandra in the office ?,yes
9659,Mary went back to the hallway . Mary travelled to the garden . Sandra picked up the apple there . Sandra went back to the office . Daniel moved to the kitchen . Daniel grabbed the milk there . Mary got the football there . Daniel dropped the milk . Mary left the football . John moved to the kitchen .,Is John in the office ?,no
9660,Mary picked up the milk there . John grabbed the football there . John discarded the football . Sandra went back to the bedroom .,Is Sandra in the bedroom ?,yes
9661,Mary picked up the milk there . John grabbed the football there . John discarded the football . Sandra went back to the bedroom . Mary put down the milk . John got the football there .,Is Sandra in the hallway ?,no
9662,Mary picked up the milk there . John grabbed the football there . John discarded the football . Sandra went back to the bedroom . Mary put down the milk . John got the football there . Mary took the milk there . John discarded the football .,Is Sandra in the hallway ?,no
9663,Mary picked up the milk there . John grabbed the football there . John discarded the football . Sandra went back to the bedroom . Mary put down the milk . John got the football there . Mary took the milk there . John discarded the football . Daniel journeyed to the bathroom . Sandra journeyed to the garden .,Is Daniel in the bathroom ?,yes
9664,Mary picked up the milk there . John grabbed the football there . John discarded the football . Sandra went back to the bedroom . Mary put down the milk . John got the football there . Mary took the milk there . John discarded the football . Daniel journeyed to the bathroom . Sandra journeyed to the garden . Mary left the milk . John journeyed to the garden .,Is Daniel in the bathroom ?,yes
9665,Mary went back to the hallway . John got the football there .,Is Mary in the hallway ?,yes
9666,Mary went back to the hallway . John got the football there . Daniel moved to the hallway . John journeyed to the hallway .,Is Mary in the bathroom ?,no
9667,Mary went back to the hallway . John got the football there . Daniel moved to the hallway . John journeyed to the hallway . Daniel went to the kitchen . John left the football there .,Is Daniel in the bedroom ?,no
9668,Mary went back to the hallway . John got the football there . Daniel moved to the hallway . John journeyed to the hallway . Daniel went to the kitchen . John left the football there . Mary went back to the kitchen . John picked up the football there .,Is Mary in the garden ?,no
9669,Mary went back to the hallway . John got the football there . Daniel moved to the hallway . John journeyed to the hallway . Daniel went to the kitchen . John left the football there . Mary went back to the kitchen . John picked up the football there . John went to the kitchen . Sandra went to the kitchen .,Is Sandra in the kitchen ?,yes
9670,John went to the kitchen . Daniel went back to the hallway .,Is John in the kitchen ?,yes
9671,John went to the kitchen . Daniel went back to the hallway . Mary travelled to the kitchen . Sandra went to the garden .,Is Sandra in the garden ?,yes
9672,John went to the kitchen . Daniel went back to the hallway . Mary travelled to the kitchen . Sandra went to the garden . Daniel moved to the garden . Mary went back to the garden .,Is Daniel in the office ?,no
9673,John went to the kitchen . Daniel went back to the hallway . Mary travelled to the kitchen . Sandra went to the garden . Daniel moved to the garden . Mary went back to the garden . Daniel moved to the office . Sandra went back to the bathroom .,Is Sandra in the hallway ?,no
9674,John went to the kitchen . Daniel went back to the hallway . Mary travelled to the kitchen . Sandra went to the garden . Daniel moved to the garden . Mary went back to the garden . Daniel moved to the office . Sandra went back to the bathroom . Sandra grabbed the milk there . Mary went back to the kitchen .,Is Mary in the kitchen ?,yes
9675,Sandra moved to the hallway . Sandra grabbed the football there .,Is Sandra in the garden ?,no
9676,Sandra moved to the hallway . Sandra grabbed the football there . Daniel took the apple there . Mary grabbed the milk there .,Is Sandra in the hallway ?,yes
9677,Sandra moved to the hallway . Sandra grabbed the football there . Daniel took the apple there . Mary grabbed the milk there . Mary went to the hallway . John went back to the office .,Is John in the office ?,yes
9678,Sandra moved to the hallway . Sandra grabbed the football there . Daniel took the apple there . Mary grabbed the milk there . Mary went to the hallway . John went back to the office . John went back to the bedroom . Sandra discarded the football .,Is Mary in the hallway ?,yes
9679,Sandra moved to the hallway . Sandra grabbed the football there . Daniel took the apple there . Mary grabbed the milk there . Mary went to the hallway . John went back to the office . John went back to the bedroom . Sandra discarded the football . Sandra went to the bedroom . Mary went back to the bathroom .,Is Sandra in the bathroom ?,no
9680,Mary went to the bathroom . Sandra travelled to the garden .,Is Sandra in the garden ?,yes
9681,Mary went to the bathroom . Sandra travelled to the garden . John travelled to the hallway . Mary moved to the kitchen .,Is John in the hallway ?,yes
9682,Mary went to the bathroom . Sandra travelled to the garden . John travelled to the hallway . Mary moved to the kitchen . Sandra journeyed to the kitchen . John got the football there .,Is Mary in the garden ?,no
9683,Mary went to the bathroom . Sandra travelled to the garden . John travelled to the hallway . Mary moved to the kitchen . Sandra journeyed to the kitchen . John got the football there . Sandra went to the garden . John moved to the kitchen .,Is John in the kitchen ?,yes
9684,Mary went to the bathroom . Sandra travelled to the garden . John travelled to the hallway . Mary moved to the kitchen . Sandra journeyed to the kitchen . John got the football there . Sandra went to the garden . John moved to the kitchen . Daniel went back to the bathroom . Sandra went back to the kitchen .,Is Sandra in the kitchen ?,yes
9685,Daniel grabbed the apple there . Daniel moved to the bathroom .,Is Daniel in the bedroom ?,no
9686,Daniel grabbed the apple there . Daniel moved to the bathroom . Daniel journeyed to the office . John went to the bedroom .,Is Daniel in the hallway ?,no
9687,Daniel grabbed the apple there . Daniel moved to the bathroom . Daniel journeyed to the office . John went to the bedroom . Mary moved to the office . Daniel discarded the apple .,Is John in the bedroom ?,yes
9688,Daniel grabbed the apple there . Daniel moved to the bathroom . Daniel journeyed to the office . John went to the bedroom . Mary moved to the office . Daniel discarded the apple . Daniel got the apple there . Mary moved to the hallway .,Is Mary in the hallway ?,yes
9689,Daniel grabbed the apple there . Daniel moved to the bathroom . Daniel journeyed to the office . John went to the bedroom . Mary moved to the office . Daniel discarded the apple . Daniel got the apple there . Mary moved to the hallway . John journeyed to the bathroom . John grabbed the football there .,Is Mary in the hallway ?,yes
9690,Mary journeyed to the garden . Mary went to the office .,Is Mary in the bathroom ?,no
9691,Mary journeyed to the garden . Mary went to the office . Mary went to the bathroom . John journeyed to the bathroom .,Is Mary in the hallway ?,no
9692,Mary journeyed to the garden . Mary went to the office . Mary went to the bathroom . John journeyed to the bathroom . Sandra went to the bathroom . John travelled to the bedroom .,Is Mary in the garden ?,no
9693,Mary journeyed to the garden . Mary went to the office . Mary went to the bathroom . John journeyed to the bathroom . Sandra went to the bathroom . John travelled to the bedroom . Daniel went back to the bathroom . Mary went back to the office .,Is Sandra in the kitchen ?,no
9694,Mary journeyed to the garden . Mary went to the office . Mary went to the bathroom . John journeyed to the bathroom . Sandra went to the bathroom . John travelled to the bedroom . Daniel went back to the bathroom . Mary went back to the office . Daniel went back to the office . Sandra moved to the garden .,Is Daniel in the bedroom ?,no
9695,John picked up the football there . Sandra moved to the bedroom .,Is Sandra in the hallway ?,no
9696,John picked up the football there . Sandra moved to the bedroom . Mary took the apple there . Mary left the apple .,Is Sandra in the garden ?,no
9697,John picked up the football there . Sandra moved to the bedroom . Mary took the apple there . Mary left the apple . Mary grabbed the apple there . John went back to the office .,Is John in the garden ?,no
9698,John picked up the football there . Sandra moved to the bedroom . Mary took the apple there . Mary left the apple . Mary grabbed the apple there . John went back to the office . Mary went back to the office . Mary put down the apple .,Is John in the garden ?,no
9699,John picked up the football there . Sandra moved to the bedroom . Mary took the apple there . Mary left the apple . Mary grabbed the apple there . John went back to the office . Mary went back to the office . Mary put down the apple . Daniel travelled to the bedroom . Sandra moved to the garden .,Is Sandra in the bathroom ?,no
9700,Mary journeyed to the bedroom . Daniel took the apple there .,Is Mary in the bedroom ?,yes
9701,Mary journeyed to the bedroom . Daniel took the apple there . Daniel got the milk there . Mary went to the garden .,Is Mary in the garden ?,yes
9702,Mary journeyed to the bedroom . Daniel took the apple there . Daniel got the milk there . Mary went to the garden . Daniel discarded the apple . Sandra journeyed to the office .,Is Sandra in the office ?,yes
9703,Mary journeyed to the bedroom . Daniel took the apple there . Daniel got the milk there . Mary went to the garden . Daniel discarded the apple . Sandra journeyed to the office . John picked up the apple there . Daniel discarded the milk there .,Is Sandra in the bedroom ?,no
9704,Mary journeyed to the bedroom . Daniel took the apple there . Daniel got the milk there . Mary went to the garden . Daniel discarded the apple . Sandra journeyed to the office . John picked up the apple there . Daniel discarded the milk there . Daniel picked up the milk there . Daniel travelled to the garden .,Is Sandra in the office ?,yes
9705,John travelled to the office . Daniel went to the office .,Is John in the hallway ?,no
9706,John travelled to the office . Daniel went to the office . Daniel moved to the bathroom . Mary moved to the office .,Is John in the office ?,yes
9707,John travelled to the office . Daniel went to the office . Daniel moved to the bathroom . Mary moved to the office . Sandra journeyed to the kitchen . Mary travelled to the bathroom .,Is Mary in the kitchen ?,no
9708,John travelled to the office . Daniel went to the office . Daniel moved to the bathroom . Mary moved to the office . Sandra journeyed to the kitchen . Mary travelled to the bathroom . Sandra travelled to the hallway . Daniel picked up the milk there .,Is Sandra in the bathroom ?,no
9709,John travelled to the office . Daniel went to the office . Daniel moved to the bathroom . Mary moved to the office . Sandra journeyed to the kitchen . Mary travelled to the bathroom . Sandra travelled to the hallway . Daniel picked up the milk there . John took the apple there . John travelled to the garden .,Is John in the hallway ?,no
9710,Sandra got the apple there . John travelled to the bathroom .,Is John in the bedroom ?,no
9711,Sandra got the apple there . John travelled to the bathroom . Mary picked up the milk there . Mary moved to the bathroom .,Is Mary in the garden ?,no
9712,Sandra got the apple there . John travelled to the bathroom . Mary picked up the milk there . Mary moved to the bathroom . Sandra went back to the bedroom . Sandra journeyed to the bathroom .,Is Sandra in the office ?,no
9713,Sandra got the apple there . John travelled to the bathroom . Mary picked up the milk there . Mary moved to the bathroom . Sandra went back to the bedroom . Sandra journeyed to the bathroom . Daniel went back to the bathroom . Mary moved to the hallway .,Is Daniel in the kitchen ?,no
9714,Sandra got the apple there . John travelled to the bathroom . Mary picked up the milk there . Mary moved to the bathroom . Sandra went back to the bedroom . Sandra journeyed to the bathroom . Daniel went back to the bathroom . Mary moved to the hallway . John moved to the bedroom . Mary put down the milk .,Is Mary in the hallway ?,yes
9715,Mary grabbed the milk there . Daniel picked up the football there . John got the apple there . Sandra went to the kitchen .,Is Sandra in the kitchen ?,yes
9716,Mary grabbed the milk there . Daniel picked up the football there . John got the apple there . Sandra went to the kitchen . Daniel left the football . Sandra went to the office .,Is Sandra in the office ?,yes
9717,Mary grabbed the milk there . Daniel picked up the football there . John got the apple there . Sandra went to the kitchen . Daniel left the football . Sandra went to the office . Daniel grabbed the football there . Sandra travelled to the hallway .,Is Sandra in the hallway ?,yes
9718,Mary grabbed the milk there . Daniel picked up the football there . John got the apple there . Sandra went to the kitchen . Daniel left the football . Sandra went to the office . Daniel grabbed the football there . Sandra travelled to the hallway . John travelled to the office . Daniel dropped the football .,Is John in the garden ?,no
9719,Mary grabbed the milk there . Daniel picked up the football there . John got the apple there . Sandra went to the kitchen . Daniel left the football . Sandra went to the office . Daniel grabbed the football there . Sandra travelled to the hallway . John travelled to the office . Daniel dropped the football . Mary went to the hallway . Sandra moved to the kitchen .,Is Sandra in the office ?,no
9720,Sandra moved to the garden . Sandra picked up the milk there .,Is Sandra in the bathroom ?,no
9721,Sandra moved to the garden . Sandra picked up the milk there . John moved to the hallway . Mary moved to the kitchen .,Is Mary in the bathroom ?,no
9722,Sandra moved to the garden . Sandra picked up the milk there . John moved to the hallway . Mary moved to the kitchen . John went back to the kitchen . Sandra journeyed to the kitchen .,Is John in the office ?,no
9723,Sandra moved to the garden . Sandra picked up the milk there . John moved to the hallway . Mary moved to the kitchen . John went back to the kitchen . Sandra journeyed to the kitchen . Mary went back to the bathroom . Daniel went to the hallway .,Is John in the kitchen ?,yes
9724,Sandra moved to the garden . Sandra picked up the milk there . John moved to the hallway . Mary moved to the kitchen . John went back to the kitchen . Sandra journeyed to the kitchen . Mary went back to the bathroom . Daniel went to the hallway . Daniel journeyed to the office . Mary got the football there .,Is Daniel in the kitchen ?,no
9725,Sandra picked up the apple there . John moved to the hallway .,Is John in the bathroom ?,no
9726,Sandra picked up the apple there . John moved to the hallway . Daniel went to the office . John travelled to the bedroom .,Is Daniel in the garden ?,no
9727,Sandra picked up the apple there . John moved to the hallway . Daniel went to the office . John travelled to the bedroom . Daniel journeyed to the hallway . Mary went to the office .,Is John in the bedroom ?,yes
9728,Sandra picked up the apple there . John moved to the hallway . Daniel went to the office . John travelled to the bedroom . Daniel journeyed to the hallway . Mary went to the office . Mary journeyed to the garden . John journeyed to the garden .,Is John in the garden ?,yes
9729,Sandra picked up the apple there . John moved to the hallway . Daniel went to the office . John travelled to the bedroom . Daniel journeyed to the hallway . Mary went to the office . Mary journeyed to the garden . John journeyed to the garden . Mary went back to the kitchen . John went to the bedroom .,Is John in the hallway ?,no
9730,Sandra moved to the kitchen . Mary grabbed the football there .,Is Sandra in the kitchen ?,yes
9731,Sandra moved to the kitchen . Mary grabbed the football there . John moved to the kitchen . Mary dropped the football .,Is Sandra in the kitchen ?,yes
9732,Sandra moved to the kitchen . Mary grabbed the football there . John moved to the kitchen . Mary dropped the football . Sandra travelled to the bedroom . Mary took the football there .,Is Sandra in the office ?,no
9733,Sandra moved to the kitchen . Mary grabbed the football there . John moved to the kitchen . Mary dropped the football . Sandra travelled to the bedroom . Mary took the football there . Daniel travelled to the kitchen . Daniel picked up the apple there .,Is Daniel in the kitchen ?,yes
9734,Sandra moved to the kitchen . Mary grabbed the football there . John moved to the kitchen . Mary dropped the football . Sandra travelled to the bedroom . Mary took the football there . Daniel travelled to the kitchen . Daniel picked up the apple there . Daniel went back to the bathroom . Daniel left the apple there .,Is Daniel in the bathroom ?,yes
9735,Daniel moved to the kitchen . Daniel went to the bathroom .,Is Daniel in the bedroom ?,no
9736,Daniel moved to the kitchen . Daniel went to the bathroom . Daniel went back to the kitchen . Mary took the milk there .,Is Daniel in the kitchen ?,yes
9737,Daniel moved to the kitchen . Daniel went to the bathroom . Daniel went back to the kitchen . Mary took the milk there . John grabbed the apple there . John dropped the apple there .,Is Daniel in the hallway ?,no
9738,Daniel moved to the kitchen . Daniel went to the bathroom . Daniel went back to the kitchen . Mary took the milk there . John grabbed the apple there . John dropped the apple there . John journeyed to the bedroom . Mary put down the milk there .,Is John in the bedroom ?,yes
9739,Daniel moved to the kitchen . Daniel went to the bathroom . Daniel went back to the kitchen . Mary took the milk there . John grabbed the apple there . John dropped the apple there . John journeyed to the bedroom . Mary put down the milk there . Daniel went back to the bedroom . Daniel went back to the bathroom .,Is Daniel in the kitchen ?,no
9740,Daniel went back to the garden . John journeyed to the hallway .,Is Daniel in the hallway ?,no
9741,Daniel went back to the garden . John journeyed to the hallway . Daniel travelled to the bedroom . Sandra moved to the office .,Is Sandra in the kitchen ?,no
9742,Daniel went back to the garden . John journeyed to the hallway . Daniel travelled to the bedroom . Sandra moved to the office . Daniel moved to the office . John journeyed to the garden .,Is Daniel in the office ?,yes
9743,Daniel went back to the garden . John journeyed to the hallway . Daniel travelled to the bedroom . Sandra moved to the office . Daniel moved to the office . John journeyed to the garden . John went back to the office . Mary went back to the garden .,Is Mary in the bathroom ?,no
9744,Daniel went back to the garden . John journeyed to the hallway . Daniel travelled to the bedroom . Sandra moved to the office . Daniel moved to the office . John journeyed to the garden . John went back to the office . Mary went back to the garden . Sandra went to the bedroom . Daniel went back to the bathroom .,Is John in the office ?,yes
9745,John journeyed to the bathroom . Sandra went to the bathroom .,Is Sandra in the bathroom ?,yes
9746,John journeyed to the bathroom . Sandra went to the bathroom . John journeyed to the bedroom . Sandra took the milk there .,Is John in the hallway ?,no
9747,John journeyed to the bathroom . Sandra went to the bathroom . John journeyed to the bedroom . Sandra took the milk there . Sandra put down the milk there . Mary went to the hallway .,Is Sandra in the garden ?,no
9748,John journeyed to the bathroom . Sandra went to the bathroom . John journeyed to the bedroom . Sandra took the milk there . Sandra put down the milk there . Mary went to the hallway . Daniel journeyed to the office . Sandra went back to the bedroom .,Is Mary in the office ?,no
9749,John journeyed to the bathroom . Sandra went to the bathroom . John journeyed to the bedroom . Sandra took the milk there . Sandra put down the milk there . Mary went to the hallway . Daniel journeyed to the office . Sandra went back to the bedroom . Sandra went to the bathroom . Daniel went back to the kitchen .,Is Daniel in the hallway ?,no
9750,Sandra travelled to the kitchen . Mary got the football there .,Is Sandra in the kitchen ?,yes
9751,Sandra travelled to the kitchen . Mary got the football there . Daniel travelled to the kitchen . John travelled to the garden .,Is Daniel in the kitchen ?,yes
9752,Sandra travelled to the kitchen . Mary got the football there . Daniel travelled to the kitchen . John travelled to the garden . Daniel picked up the milk there . Mary left the football there .,Is Daniel in the kitchen ?,yes
9753,Sandra travelled to the kitchen . Mary got the football there . Daniel travelled to the kitchen . John travelled to the garden . Daniel picked up the milk there . Mary left the football there . Daniel went to the garden . Sandra went to the bathroom .,Is Sandra in the hallway ?,no
9754,Sandra travelled to the kitchen . Mary got the football there . Daniel travelled to the kitchen . John travelled to the garden . Daniel picked up the milk there . Mary left the football there . Daniel went to the garden . Sandra went to the bathroom . Mary went back to the hallway . Daniel discarded the milk .,Is Sandra in the kitchen ?,no
9755,Mary moved to the kitchen . Sandra moved to the hallway .,Is Sandra in the kitchen ?,no
9756,Mary moved to the kitchen . Sandra moved to the hallway . Mary journeyed to the hallway . Daniel went back to the garden .,Is Sandra in the hallway ?,yes
9757,Mary moved to the kitchen . Sandra moved to the hallway . Mary journeyed to the hallway . Daniel went back to the garden . Sandra got the apple there . Sandra travelled to the bedroom .,Is Mary in the bathroom ?,no
9758,Mary moved to the kitchen . Sandra moved to the hallway . Mary journeyed to the hallway . Daniel went back to the garden . Sandra got the apple there . Sandra travelled to the bedroom . John went to the kitchen . John went back to the hallway .,Is Sandra in the kitchen ?,no
9759,Mary moved to the kitchen . Sandra moved to the hallway . Mary journeyed to the hallway . Daniel went back to the garden . Sandra got the apple there . Sandra travelled to the bedroom . John went to the kitchen . John went back to the hallway . Sandra travelled to the office . Sandra discarded the apple there .,Is John in the hallway ?,yes
9760,John went to the hallway . Sandra picked up the football there .,Is John in the hallway ?,yes
9761,John went to the hallway . Sandra picked up the football there . Mary went back to the hallway . Mary journeyed to the bathroom .,Is Mary in the bathroom ?,yes
9762,John went to the hallway . Sandra picked up the football there . Mary went back to the hallway . Mary journeyed to the bathroom . Sandra travelled to the kitchen . Sandra grabbed the milk there .,Is Sandra in the kitchen ?,yes
9763,John went to the hallway . Sandra picked up the football there . Mary went back to the hallway . Mary journeyed to the bathroom . Sandra travelled to the kitchen . Sandra grabbed the milk there . John journeyed to the office . John went to the bedroom .,Is John in the kitchen ?,no
9764,John went to the hallway . Sandra picked up the football there . Mary went back to the hallway . Mary journeyed to the bathroom . Sandra travelled to the kitchen . Sandra grabbed the milk there . John journeyed to the office . John went to the bedroom . John journeyed to the garden . Sandra travelled to the office .,Is John in the bathroom ?,no
9765,John went to the kitchen . Mary travelled to the garden .,Is Mary in the garden ?,yes
9766,John went to the kitchen . Mary travelled to the garden . Sandra journeyed to the office . Sandra went to the garden .,Is John in the kitchen ?,yes
9767,John went to the kitchen . Mary travelled to the garden . Sandra journeyed to the office . Sandra went to the garden . Mary moved to the hallway . Sandra travelled to the office .,Is Sandra in the garden ?,no
9768,John went to the kitchen . Mary travelled to the garden . Sandra journeyed to the office . Sandra went to the garden . Mary moved to the hallway . Sandra travelled to the office . Sandra grabbed the milk there . John moved to the garden .,Is Mary in the hallway ?,yes
9769,John went to the kitchen . Mary travelled to the garden . Sandra journeyed to the office . Sandra went to the garden . Mary moved to the hallway . Sandra travelled to the office . Sandra grabbed the milk there . John moved to the garden . Daniel moved to the garden . Sandra put down the milk .,Is John in the office ?,no
9770,John picked up the apple there . Sandra travelled to the office .,Is Sandra in the office ?,yes
9771,John picked up the apple there . Sandra travelled to the office . Mary went to the kitchen . Mary moved to the garden .,Is Mary in the garden ?,yes
9772,John picked up the apple there . Sandra travelled to the office . Mary went to the kitchen . Mary moved to the garden . Mary went to the kitchen . Sandra grabbed the milk there .,Is Mary in the kitchen ?,yes
9773,John picked up the apple there . Sandra travelled to the office . Mary went to the kitchen . Mary moved to the garden . Mary went to the kitchen . Sandra grabbed the milk there . Sandra left the milk . Mary went back to the garden .,Is Mary in the kitchen ?,no
9774,John picked up the apple there . Sandra travelled to the office . Mary went to the kitchen . Mary moved to the garden . Mary went to the kitchen . Sandra grabbed the milk there . Sandra left the milk . Mary went back to the garden . John dropped the apple there . John moved to the bedroom .,Is Mary in the garden ?,yes
9775,John went to the bedroom . Daniel travelled to the garden .,Is John in the bedroom ?,yes
9776,John went to the bedroom . Daniel travelled to the garden . Daniel went to the hallway . Daniel journeyed to the office .,Is Daniel in the office ?,yes
9777,John went to the bedroom . Daniel travelled to the garden . Daniel went to the hallway . Daniel journeyed to the office . John went to the kitchen . Daniel went to the kitchen .,Is Daniel in the office ?,no
9778,John went to the bedroom . Daniel travelled to the garden . Daniel went to the hallway . Daniel journeyed to the office . John went to the kitchen . Daniel went to the kitchen . Daniel went to the hallway . Daniel moved to the garden .,Is Daniel in the hallway ?,no
9779,John went to the bedroom . Daniel travelled to the garden . Daniel went to the hallway . Daniel journeyed to the office . John went to the kitchen . Daniel went to the kitchen . Daniel went to the hallway . Daniel moved to the garden . Mary travelled to the kitchen . John moved to the office .,Is Mary in the office ?,no
9780,Daniel went back to the bedroom . Sandra travelled to the hallway .,Is Sandra in the hallway ?,yes
9781,Daniel went back to the bedroom . Sandra travelled to the hallway . John journeyed to the kitchen . Daniel journeyed to the office .,Is Daniel in the office ?,yes
9782,Daniel went back to the bedroom . Sandra travelled to the hallway . John journeyed to the kitchen . Daniel journeyed to the office . Daniel went back to the garden . Daniel went to the hallway .,Is Daniel in the hallway ?,yes
9783,Daniel went back to the bedroom . Sandra travelled to the hallway . John journeyed to the kitchen . Daniel journeyed to the office . Daniel went back to the garden . Daniel went to the hallway . Sandra went to the office . Daniel moved to the kitchen .,Is Daniel in the bedroom ?,no
9784,Daniel went back to the bedroom . Sandra travelled to the hallway . John journeyed to the kitchen . Daniel journeyed to the office . Daniel went back to the garden . Daniel went to the hallway . Sandra went to the office . Daniel moved to the kitchen . Mary grabbed the milk there . Mary dropped the milk .,Is Daniel in the bedroom ?,no
9785,Sandra took the apple there . John moved to the kitchen .,Is John in the garden ?,no
9786,Sandra took the apple there . John moved to the kitchen . Daniel journeyed to the office . Sandra discarded the apple .,Is Daniel in the office ?,yes
9787,Sandra took the apple there . John moved to the kitchen . Daniel journeyed to the office . Sandra discarded the apple . Mary went to the bathroom . Daniel went back to the hallway .,Is John in the garden ?,no
9788,Sandra took the apple there . John moved to the kitchen . Daniel journeyed to the office . Sandra discarded the apple . Mary went to the bathroom . Daniel went back to the hallway . Daniel travelled to the bathroom . Sandra picked up the apple there .,Is Daniel in the garden ?,no
9789,Sandra took the apple there . John moved to the kitchen . Daniel journeyed to the office . Sandra discarded the apple . Mary went to the bathroom . Daniel went back to the hallway . Daniel travelled to the bathroom . Sandra picked up the apple there . John travelled to the garden . John picked up the milk there .,Is John in the hallway ?,no
9790,John went back to the bathroom . John grabbed the milk there .,Is John in the bathroom ?,yes
9791,John went back to the bathroom . John grabbed the milk there . Mary picked up the football there . Mary discarded the football .,Is John in the garden ?,no
9792,John went back to the bathroom . John grabbed the milk there . Mary picked up the football there . Mary discarded the football . Sandra went to the bathroom . Sandra went back to the hallway .,Is Sandra in the hallway ?,yes
9793,John went back to the bathroom . John grabbed the milk there . Mary picked up the football there . Mary discarded the football . Sandra went to the bathroom . Sandra went back to the hallway . John left the milk there . Sandra went back to the garden .,Is Sandra in the kitchen ?,no
9794,John went back to the bathroom . John grabbed the milk there . Mary picked up the football there . Mary discarded the football . Sandra went to the bathroom . Sandra went back to the hallway . John left the milk there . Sandra went back to the garden . Mary travelled to the bathroom . John took the milk there .,Is Sandra in the kitchen ?,no
9795,Daniel went back to the office . Mary went back to the bathroom .,Is Mary in the bathroom ?,yes
